date | done | assignee | distname | dist_author
2015-01-01 | 1 | monsieurp | Dancer-Plugin-DBIC | ironcamel
2015-01-01 | 1 | mishin | Tatsumaki | chips
2015-01-01 | 1 | kaoru | Catalyst-View-Excel-Template-Plus | stevan
2015-01-01 | 1 | edwart | Net-LDAP-Server | aar
2015-01-01 | 1 | haarg | Test-Spec | andyjones
2015-01-01 | 1 | ncstang | File-MimeInfo | michielb
2015-01-01 | 1 | tbushell8512 | Plack-Middleware-ReverseProxyPath | bowmanbs
2015-01-01 | 1 | sgivan | Spreadsheet-WriteExcel | jmcnamara
2015-01-01 | 1 | dolmen | POE-Component-EasyDBI | gvl
2015-01-01 | 1 | LeHack | Test-Compile | egiles
2015-01-01 | 1 | perlpilot | File-SearchPath | tjenness
2015-01-01 | 1 | LesleyB | Devel-Comments | xiong
2015-01-01 | 1 | bieron | Net-OpenSSH | salva
2015-01-01 | 1 | manchicken | App-CLI-Extension | holly
2015-01-01 | 1 | miquelruiz | Module-Starter-Plugin-CGIApp | jaldhar
2015-01-01 | 1 | lharey | Test-Pod-Spelling-CommonMistakes | apocal
2015-01-01 | 1 | itcharlie | POE-Component-DirWatch | arcanez
2015-01-01 | 1 | jeffblack360 | Alien-IUP | kmx
2015-01-01 | 1 | rba | Dist-Zilla-Plugin-JSAN | nplatonov
2015-01-01 | 1 | royalkiran007 | Mozilla-CA | abh
2015-01-01 | 1 | sdeseille | Math-MatrixReal | leto
2015-01-01 | 1 | skaurus | Hessian-Translator | heytrav
2015-01-01 | 1 | jeturcotte | MooseX-CachingProxy | kablamo
2015-01-01 | 1 | mjemmeson | Pod-Weaver-PluginBundle-ReplaceBoilerplate | sgraham
2015-01-01 | 1 | doyleyoung | Crypt-Password-Util | perlancar
2015-01-01 | 1 | ntnl | Dancer-Plugin-WebDAV | shelling
2015-01-01 | 1 | cakirke | Mojolicious-Plugin-MethodOverride | graf
2015-01-01 | 1 | zsyed91 | Ouch | rizen
2015-01-01 | 1 | mradile | Dancer-Plugin-CDN | grantm
2015-01-01 | 1 | simoshab | Dist-Zilla-Plugin-Test-Fixme | arjones
2015-01-01 | 1 | bayashi | Module-Info-File | jonasbn
2015-01-01 | 1 | elindsey | Devel-hdb | brummett
2015-01-01 | 1 | jjhart | Text-Textile | bchoate
2015-01-01 | 1 | starbelly | Regexp-RegGrp | leejo
2015-01-01 | 1 | BrianRossmajer | Geometry-AffineTransform | liyanage
2015-01-01 | 1 | bambams | Plack-Session-State-URI | askadna
2015-01-01 | 1 | brummett | Data-Object | awncorp
2015-01-01 | 1 | somerandomlogin | Text-Truncate | ilv
2015-01-01 | 1 | thunter | Mojolicious-Plugin-MozPersona | hjansen
2015-01-01 | 1 | StarLightPL | Password-Policy | anelson
2015-01-01 | 1 | prakashk | Test-NoTabs | bobtfish
2015-01-01 | 1 | sergeyromanov | Inline-Python | psixdists
2015-01-01 | 1 | j1n3l0 | Data-Validate-Image | markellis
2015-01-01 | 1 | garfieldnate | HTML-ParseBrowser | neilb
2015-01-01 | 1 | chsanch | Plack-Middleware-DirIndex | llap
2015-01-01 | 1 | BrianMowrey | File-Temp | psixdists
2015-01-01 | 1 | andyjack | Catalyst-View-JSON | jjnapiork
2015-01-01 | 1 | nric62 | HTML-StripTags | hinnerk
2015-01-01 | 1 | deven | Hailo | avar
2015-01-01 | 1 | ramananbalakrishnan | Perl-Critic-OTRS | reneeb
2015-01-01 | 1 | jamessan | App-RecordStream | tsibley
2015-01-01 | 1 | spacebat | Module-Starter-Smart | rueycheng
2015-01-01 | 1 | geofffranks | WebService-Pushover | shuff
2015-01-01 | 1 | oalders | POEx-Role-PSGIServer | oalders
2015-01-01 | 1 | rvandam | Proc-Daemon | akreal
2015-02-01 | 1 | Sweet-kid | Prima | karasik
2015-02-01 | 1 | pwr22 | Archive-Zip | phred
2015-02-01 | 1 | dainapettit | libwww-perl | capoeirab
2015-02-01 | 1 | gjtorikian | Device-Modem | cosimo
2015-02-01 | 1 | doyleyoung | Test-Mini-Unit | pvande
2015-02-01 | 1 | jeffblack360 | Parse-CPAN-Packages-Fast | srezic
2015-02-01 | 1 | scottw | CPAN-Reporter | dagolden
2015-02-01 | 1 | haarg | Rex-Template-TT | jfried
2015-02-01 | 1 | pilcrow | Test-DatabaseRow | markf
2015-02-01 | 1 | lharey | Term-ReadLine-Perl5 | rocky
2015-02-01 | 1 | andyjack | Dist-Zilla | rjbs
2015-02-01 | 1 | shlomif | OOPS | muir
2015-02-01 | 1 | bentglasstube | Win32-OLE | jdb
2015-02-01 | 1 | oeuftete | Net-PcapWriter | sullr
2015-02-01 | 1 | adamherzog | URI | ether
2015-02-01 | 1 | rvandam | Win32API-File | chorny
2015-02-01 | 1 | dams | re-engine-PCRE | avar
2015-02-01 | 1 | perlpilot | TimeDate | gbarr
2015-02-01 | 1 | lejeunerenard | Devel-DProf | flora
2015-02-01 | 1 | neybar | MogileFS-Server | dormando
2015-02-01 | 1 | mnlagrasta | Encode | psixdists
2015-02-01 | 1 | herveus | AnyMQ | clkao
2015-02-01 | 1 | itcharlie | Store-CouchDB | norbu
2015-02-01 | 1 | cakirke | Plack-Middleware-Negotiate | voj
2015-02-01 | 1 | BrianRossmajer | PerlX-QuoteOperator-URL | draegtun
2015-02-01 | 1 | jluis | Sys-Path | jkutej
2015-02-01 | 1 | nawglan | Mojolicious-Plugin-Database | madcat
2015-02-01 | 1 | fluca1978 | MyCPAN-Indexer | bdfoy
2015-02-01 | 1 | wreis | MooseX-Types-DateTime-W3C | ajgb
2015-02-01 | 1 | skington | CatalystX-ExtJS-REST | perler
2015-02-01 | 1 | paultcochrane | Set-IntSpan-Partition | bjoern
2015-02-01 | 1 | mattmonsen | Enbugger | jjore
2015-02-01 | 1 | spacebat | Alien-CMake | plicease
2015-02-01 | 1 | ambs | MooseX-Role-Strict | ovid
2015-02-01 | 1 | genehack | WWW-Mechanize-Cached | oalders
2015-02-01 | 1 | bieron | Barcode-Code93 | mstrat
2015-02-01 | 1 | diocles | Geo-Distance | bluefeet
2015-02-01 | 1 | lancew | MooseX-Types-Parameterizable | jjnapiork
2015-02-01 | 1 | ntnl | Mojolicious-Plugin-DSC | berov
2015-02-01 | 1 | neilb | Tapper-Schema | tapper
2015-02-01 | 1 | Jayceh | XML-NamespaceFactory | perigrin
2015-02-01 | 1 | garu | Template-Plugin-Autoformat | karman
2015-02-01 | 1 | mbeijen | Archive-BagIt | rjeschmi
2015-02-01 | 1 | turnstep | Convert-PEM | btrott
2015-02-01 | 1 | veryrusty | Catalyst-Plugin-Session-State-Auth | zdk
2015-02-01 | 1 | monsieurp | Validate-Tiny | minimal
2015-02-01 | 1 | thaabit | Dancer-Logger-LogAny | mdorman
2015-02-01 | 1 | miquelruiz | Text-Phonetic | maros
2015-02-01 | 1 | lucaskanashiro | Text-Markup | dwheeler
2015-02-01 | 1 | jamessan | MooseX-Event | winter
2015-02-01 | 1 | dionys | Net-Proxy | book
2015-02-01 | 1 | kaoru | Sys-Syslog | saper
2015-02-01 | 1 | tvroom | Scalar-List-Utils | pevans
2015-02-01 | 1 | ncstang | Plack-Middleware-SocketIO | vti
2015-02-01 | 1 | paraplexed | Dancer-Template-MicroTemplate | jaitken
2015-02-01 | 1 | bjakubski | Math-GSL | ambs
2015-02-01 | 1 | mcmillhj | CatalystX-Resource | davewood
2015-02-01 | 1 | gaudeon | DBICx-MaterializedPath | ashley
2015-02-01 | 1 | brummett | JSON-RPC-Common | dmcbride
2015-02-01 | 1 | reneeb | DBIx-ThinSQL | mlawren
2015-02-01 | 1 | mjg17 | Novel-Robot-Parser | abbypan
2015-02-01 | 1 | flimm | Daemon-Control | symkat
2015-02-01 | 1 | kappa | Compress-LZW | mhoward
2015-02-01 | 1 | bennythejudge | WWW-Shorten-Googl | merixzon
2015-02-01 | 1 | mdrone | ICal-Format-Natural | arjones
2015-02-01 | 1 | quicoju | GD-SecurityImage | burak
2015-02-01 | 1 | oaxlin | Any-Template-ProcessDir | jswartz
2015-02-01 | 1 | rjbs | Ubic | mmcleric
2015-02-01 | 1 | Viviparous | Plack-App-CocProxy | satoh
2015-02-01 | 1 | kyzn | Dancer-Plugin-Auth-Basic | odyniec
2015-02-01 | 1 | xsawyerx | Net-FastCGI | chansen
2015-02-01 | 1 | sebokopter | UR | brummett
2015-02-01 | 1 | DizzyDogg | Alien-NSS | johanna
2015-02-01 | 1 | thrig | String-Template | plicease
2015-02-01 | 1 | pink-mist | SMS-AQL | bigpresh
2015-02-01 | 1 | jgoodman | Data-DPath-Validator | nperez
2015-02-01 | 1 | starbelly | Mojolicious-Plugin-WriteExcel | zakame
2015-02-01 | 1 | frioux | Plack-App-FakeApache | zarquon
2015-02-01 | 1 | leejo | MooseX-GlobRef | dexter
2015-02-01 | 1 | openstrike | MooseX-amine | genehack
2015-02-01 | 1 | intchanter | Jifty-DBI | alexmv
2015-02-01 | 1 | timgimyee | Message-MongoDB | diederich
2015-02-01 | 1 | bk | Image-Size | rjray
2015-02-01 | 1 | yanick | Ref-Explicit | pshangov
2015-02-01 | 1 | simonaw | Linux-PipeMagic | dlambley
2015-02-01 | 1 | athos-ribeiro | Plack-App-Proxy | leedo
2015-02-01 | 1 | estrabd | Sub-Identify | rgarcia
2015-02-01 | 1 | jscook | Pod-Elemental-Transformer-List | rjbs
2015-02-01 | 1 | oalders | Throwable | rjbs
2015-02-01 | 1 | heytitle | Plack-Handler-CLI | gfuji
2015-02-01 | 1 | dolmen | DBIx-Class-DateTime-Epoch | bricas
2015-02-01 | 1 | filefrog | Crypt-SaltedHash | gshank
2015-02-01 | 1 | choroba | Olson-Abbreviations | ecarroll
2015-02-01 | 1 | jbarrett | App-OS-Detect-MachineCores | dbr
2015-02-01 | 1 | khrt | Parse-BBCode | tinita
2015-02-01 | 1 | spechenin | SQL-Object | nekokak
2015-02-01 | 1 | geofffranks | AI-DecisionTree | kwilliams
2015-02-01 | 1 | harvested | Test-Requires-Env | zigorou
2015-02-01 | 1 | ponders | Makefile-DOM | agent
2015-02-01 | 1 | marderh | Plack-Test-AnyEvent | rhoelz
2015-02-01 | 1 | chrestomanci | Path-Dispatcher | sartak
2015-02-01 | 1 | vti | Readonly | sanko
2015-02-01 | 1 | manwar | Shell-Perl | rsavage
2015-02-01 | 1 | fozzmoo | Event | etj
2015-02-01 | 1 | meAmidos | MooX-Types-MooseLike | mateu
2015-02-01 | 1 | zhouzhen1 | Net-Twitter-Lite | mmims
2015-02-01 | 1 | ivanwills | Log-Any-Adapter-Log4perl | dagolden
2015-02-01 | 1 | rejitnatarajan | Data-Format-Pretty-Ruby | perlancar
2015-02-01 | 1 | BrianMowrey | W3C-SOAP | ivanwills
2015-02-01 | 1 | prateek88 | Proc-Simple | mschilli
2015-02-01 | 1 | harris901 | Constant-Generate | mnunberg
2015-02-01 | 1 | joenio | Module-Setup | yappo
2015-02-01 | 1 | book | Gravatar-URL | psixdists
2015-02-01 | 1 | mrcaron | HTML-Scrubber | nigelm
2015-03-01 | 1 | veryrusty | Dancer2 | xsawyerx
2015-03-01 | 1 | thrig | Term-Cap | jstowe
2015-03-01 | 1 | manwar | Dancer2-Plugin-Passphrase | hvoers
2015-03-01 | 1 | joenio | libnet | shay
2015-03-01 | 1 | kaoru | MojoMojo | mramberg
2015-03-01 | 1 | doyleyoung | ExtUtils-Install | bingos
2015-03-01 | 1 | Sweet-kid | Net-Ping-External | chorny
2015-03-01 | 1 | adamherzog | Win32-Process | jdb
2015-03-01 | 1 | devogon | Devel-NYTProf | timb
2015-03-01 | 1 | ivanwills | Devel-Cover | pjcj
2015-03-01 | 1 | simonaw | Lingua-EN-Number-IsOrdinal | rkitover
2015-03-01 | 1 | timgimyee | Mojolicious-Plugin-CGI | jhthorsen
2015-03-01 | 1 | bugdebugger | Fennec-Declare | exodist
2015-03-01 | 1 | estrabd | IO-All | ingy
2015-03-01 | 1 | daleevans | Devel-CheckOS | dcantrell
2015-03-01 | 1 | nric62 | DateTime-Astro | dmaki
2015-03-01 | 1 | wreis | Data-Thunk | flora
2015-03-01 | 1 | mdrone | MooseX-Method-Signatures | ether
2015-03-01 | 1 | chrestomanci | IO-Event | muir
2015-03-01 | 1 | meAmidos | CGI-Session | markstos
2015-03-01 | 1 | monsieurp | PkgConfig | plicease
2015-03-01 | 1 | lharey | DBIx-Class-EncodedColumn | wreis
2015-03-01 | 1 | genehack | BSON | psixdists
2015-03-01 | 1 | mjg17 | MooseX-TransactionalMethods | mjg
2015-03-01 | 1 | rjbs | Template-Mustache | psixdists
2015-03-01 | 1 | diocles | Qudo | nekokak
2015-03-01 | 1 | mnlagrasta | Catalyst-Model-Adaptor | bobtfish
2015-03-01 | 1 | cakirke | Plack-Middleware-REST | voj
2015-03-01 | 1 | zhouzhen1 | PRANG | mutant
2015-03-01 | 1 | athos-ribeiro | Test-Strict | manwar
2015-03-01 | 1 | jamessan | Tapir | ewaters
2015-03-01 | 1 | mishin | Dancer-Plugin-MemcachedFast | mfontani
2015-03-01 | 1 | geofffranks | AnyEvent-APNS | typester
2015-03-01 | 1 | jluis | Plack-Middleware-BetterStackTrace | gunya
2015-03-01 | 1 | fluca1978 | Mojolicious-Plugin-AnyData | shootnix
2015-03-01 | 1 | openstrike | Business-CPI | andre
2015-03-01 | 1 | sdeseille | AnyEvent-Ping | undef
2015-03-01 | 1 | filefrog | Path-Tiny | dagolden
2015-03-01 | 1 | quicoju | Mojolicious-Command-secret | shaw
2015-03-01 | 1 | labrown | Dancer-Template-Caml | vti
2015-03-01 | 1 | elindsey | Net-SIP | sullr
2015-03-01 | 1 | Viviparous | Net-TFTP | gbarr
2015-03-01 | 1 | heytitle | Tk-ObjScanner | ddumont
2015-03-01 | 1 | yanick | File-SharedNFSLock | fangly
2015-03-01 | 1 | lancew | Catalyst-Controller-POD | perler
2015-03-01 | 1 | tvroom | Net-GitHub | fayland
2015-03-01 | 1 | adelq | String-Compare-ConstantTime | fractal
2015-03-01 | 1 | svatsan | LaTeX-Encode | einhverfr
2015-03-01 | 1 | gryphonshafer | POE-Component-MessageQueue | ironcamel
2015-03-01 | 1 | rejitnatarajan | MooseX-Types-GTIN | dlambley
2015-03-01 | 1 | basbloemsaat | DBIx-Class-Fixtures | skaufman
2015-03-01 | 1 | choroba | Catalyst-View-TT-Alloy | djzort
2015-03-01 | 1 | shlomif | AppConfig | neilb
2015-03-01 | 1 | BrianMowrey | RDF-Trine-Node-Literal-XML | kjetilk
2015-03-01 | 1 | spechenin | App-Bootstrap-Perl | schwigon
2015-03-01 | 1 | andyjack | Code-TidyAll | drolsky
2015-03-01 | 1 | bk | HTML-Perlinfo | accardo
2015-03-01 | 1 | harris901 | Config-IPFilter | sanko
2015-03-01 | 1 | bjakubski | Google-SAML-Response | manni
2015-03-01 | 1 | neilb | PerlX-QuoteOperator | draegtun
2015-03-01 | 1 | bpa | Beam-Wire | preaction
2015-03-01 | 1 | brummett | Plack-Middleware-Recorder | rhoelz
2015-03-01 | 1 | moritz | Bio-Phylo | rvosa
2015-03-01 | 1 | leejo | Dist-Zilla-Role-MetaCPANInterfacer | bbyrd
2015-03-01 | 1 | hatorikibble | Image-Info | srezic
2015-03-01 | 1 | LesleyB | Filter-CommaEquals | gryphon
2015-03-01 | 1 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | thaljef
2015-03-01 | 1 | kappa | Data-Page-Navigation | kazeburo
2015-03-01 | 1 | mstreuhofer | Path-Extended | ishigaki
2015-03-01 | 1 | garu | Web-Library-UnderscoreJS | marcel
2015-03-01 | 1 | garfieldnate | Test-Portability-Files | abraxxa
2015-03-01 | 1 | nawglan | Proc-Pidfile | neilb
2015-03-01 | 1 | vti | JavaScript-Minifier | zoffix
2015-03-01 | 1 | mcmillhj | XML-FOAF | btrott
2015-03-01 | 1 | sjohnston | WWW-Sitemap-XML | ajgb
2015-03-01 | 1 | skington | HTML-Format | nigelm
2015-03-01 | 1 | JenishGnanasicamani | Email-Address-Loose | tomita
2015-03-01 | 1 | marderh | MIME-Lite | rjbs
2015-03-01 | 1 | jeffblack360 | WebService-Prowl | sekimura
2015-03-01 | 1 | mrcaron | Email-Send | rjbs
2015-03-01 | 1 | dolmen | Net-Disqus | madcat
2015-03-01 | 1 | ambs | Exobrain | pjf
2015-03-01 | 1 | rvandam | Test-MockObject | chromatic
2015-03-01 | 1 | zoffixznet | Pod-Simple-Wiki | jmcnamara
2015-03-01 | 1 | book | Archive-Tar | bingos
2015-03-01 | 1 | bieron | Log-Declare | chgovuk
2015-03-01 | 1 | tynovsky | Test-WWW-Mechanize | petdance
2015-03-01 | 1 | tudorconstantin | App-perlbrew | gugod
2015-03-01 | 1 | lucaskanashiro | Module-Path | neilb
2015-09-01 | 1 | kappa | Starman | miyagawa
2015-09-01 | 1 | openstrike | ack | petdance
2015-09-01 | 1 | jamessan | Alien-SVN | mschwern
2015-09-01 | 1 | leejo | POE-Component-Server-SimpleHTTP | bingos
2015-09-01 | 1 | zoffixznet | Text-CSV-Encoded | zarquon
2015-09-01 | 1 | cakirke | B-OPCheck | ether
2015-09-01 | 1 | ambs | Encode-Locale | gaas
2015-09-01 | 1 | andyjack | Sys-Mmap | toddr
2015-09-01 | 1 | elmerq | DBIx-Skinny | nekokak
2015-09-01 | 1 | mnlagrasta | CLDR-Number | patch
2015-09-01 | 1 | zhouzhen1 | Perl-Critic-StricterSubs | thaljef
2015-09-01 | 1 | shlomif | DBM-Deep | rkinyon
2015-09-01 | 1 | dnmfarrell | Net-Pcap | psixdists
2015-09-01 | 1 | jmaslak | Spiffy | ingy
2015-09-01 | 1 | yanick | App-gh | cornelius
2015-09-01 | 1 | devogon | ZMQ-LibZMQ3 | dmaki
2015-09-01 | 1 | bk | Template-Semantic | tomita
2015-09-01 | 1 | mjg17 | Number-Phone | dcantrell
2015-09-01 | 1 | paultcochrane | Mason | jswartz
2015-09-01 | 1 | mishin | Regexp-Assemble | rsavage
2015-09-01 | 1 | Viviparous | DBIx-Class-ResultSet-RecursiveUpdate | gshank
2015-09-01 | 1 | kaoru | PDL-Stats | maggiexyz
2015-09-01 | 1 | bentglasstube | Catmandu-RDF | voj
2015-09-01 | 1 | pauloscustodio | LWP-UserAgent-POE | mschilli
2015-09-01 | 1 | SkySymbol | HTTP-Async | kaoru
2015-09-01 | 1 | manwar | PDF-Create | manwar
2015-09-01 | 1 | garu | Catalyst-View-Email | dhoss
2015-09-01 | 1 | monsieurp | Data-Util | gfuji
2015-09-01 | 1 | neilb | Devel-TraceUse | book
2015-09-01 | 1 | netangel | Dancer-Plugin-Database | ambs
2015-09-01 | 1 | thrig | Process-SizeLimit-Core | audreyt
2015-09-01 | 1 | Sweet-kid | MooseX-Log-Log4perl | lammel
2015-09-01 | 1 | joenio | Unicode-LineBreak | nezumi
2015-09-01 | 1 | sebokopter | Geo-Coordinates-Converter | yappo
2015-09-01 | 1 | Varadinsky | Term-ExtendedColor | woldrich
2015-09-01 | 1 | choroba | HTML-Element-Replacer | accardo
2015-06-01 | 1 | paultcochrane | SQL-Translator | ilmari
2015-06-01 | 1 | jluis | Rex | ferki
2015-06-01 | 1 | bk | HTML-Lint | petdance
2015-06-01 | 1 | devogon | CHI | jswartz
2015-06-01 | 1 | zhouzhen1 | Mojolicious-Plugin-ConsoleLogger | tempire
2015-06-01 | 1 | openstrike | Box-Calc | rizen
2015-06-01 | 1 | cakirke | Data-Throttler | mschilli
2015-06-01 | 1 | kappa | XML-Loy | akron
2015-06-01 | 1 | trwww | Class-Std | chorny
2015-06-01 | 1 | phamer | Pod-Perldoc | mallen
2015-06-01 | 1 | ambs | WWW-Curl | szbalint
2015-06-01 | 1 | SkySymbol | Type-Tiny | tobyink
2015-06-01 | 1 | VadimPushtaev | Strehler | cymon
2015-06-01 | 1 | lharey | WWW-Mechanize | ether
2015-06-01 | 1 | meAmidos | Test-Vars | drolsky
2015-06-01 | 1 | mishin | Memcached-libmemcached | seanburke
2015-06-01 | 1 | kaoru | Bread-Board | yanick
2015-06-01 | 1 | manwar | IO-Tty | toddr
2015-06-01 | 1 | yanick | SVG | psixdists
2015-06-01 | 1 | lejeunerenard | Bot-BasicBot | hinrik
2015-06-01 | 1 | andyjack | Net-Curl | psixdists
2015-06-01 | 1 | choroba | File-LibMagic | psixdists
2015-06-01 | 1 | bessarabov | GitDDL | typester
2015-06-01 | 1 | mjg17 | Text-Tabs+Wrap | muir
2015-06-01 | 1 | neilb | LWP-Simple-REST | goncales
2015-06-01 | 1 | garu | Net-CLI-Interact | oliver
2015-06-01 | 1 | jamessan | parent | corion
2015-06-01 | 1 | zoffixznet | MojoX-Renderer-Alloy | ajgb
2015-06-01 | 1 | monsieurp | Mo | ingy
2015-06-01 | 1 | leejo | Sub-Call-Tail | ether
2015-06-01 | 1 | Viviparous | HTTP-Throwable | rjbs
2015-06-01 | 1 | bentglasstube | Orochi | dmaki
2015-06-01 | 1 | pauloscustodio | List-Compare | jkeenan
2015-06-01 | 1 | labrown | App-DPath | schwigon
2015-06-01 | 1 | doyleyoung | Path-Resource | rkrimen
2015-06-01 | 1 | krismatthews | Perl-Builtins | dfarrell
2015-06-01 | 1 | shlomif | Devel-LeakGuard-Object | ptc
2015-06-01 | 1 | thrig | Barcode-DataMatrix | mstrat
2015-06-01 | 1 | JenishGnanasicamani | App-p | ironcamel
2015-06-01 | 1 | cjhamil | Test-HTTP-Response | teejay
2015-06-01 | 1 | brainbuz | Path-Tiny | dagolden
2015-06-01 | 1 | joenio | PDF-Table | omega
2015-06-01 | 1 | Sweet-kid | String-Interpolate | neilb
2016-07-01 | 0 | Jayceh | Message-Passing-AMQP | abraxxa
2016-07-01 | 1 | shlomif | Dancer2-Plugin-Redis | syspete
2016-07-01 | 1 | lancew | XML-LibXML | shlomif
2016-07-01 | 1 | marderh | Test-WWW-Mechanize | petdance
2016-07-01 | 1 | Varadinsky | Number-Phone | dcantrell
2016-07-01 | 1 | paultcochrane | Module-Path | neilb
2016-07-01 | 1 | zhouzhen1 | PDF-Create | manwar
2016-07-01 | 1 | manwar | HTTP-Async | kaoru
2016-07-01 | 0 | alabamapaul | Bot-Cobalt | avenj
2016-07-01 | 1 | genio | MooseX-Attribute-Deflator | perler
2016-07-01 | 1 | pauloscustodio | POE-Component-Client-DNS | rcaputo
2016-07-01 | 1 | yanick | Text-Textile-Plaintext | rjray
2016-07-01 | 1 | starbelly | Dist-Zilla-Plugin-CheckChangeLog | fayland
2016-07-01 | 1 | jmaslak | Alien-Leptonica | zmughal
2016-07-01 | 1 | openstrike | Ref-Util | xsawyerx
2016-07-01 | 1 | choroba | IO-Socket-SSL | sullr
2016-07-01 | 1 | ambs | Algorithm-GooglePolylineEncoding | srezic
2016-07-01 | 1 | dionys | Test-Deep | rjbs
2016-07-01 | 0 | JenishGnanasicamani | YAML | ingy
2016-04-01 | 1 | choroba | Tk-ObjScanner | ddumont
2016-04-01 | 1 | pauloscustodio | Archive-Zip | phred
2016-04-01 | 1 | jluis | Statocles | preaction
2016-04-01 | 1 | Tordek | Module-Starter | xsawyerx
2016-04-01 | 1 | yanick | Alien-SVN | mschwern
2016-04-01 | 1 | Varadinsky | Hailo | avar
2016-04-01 | 1 | paultcochrane | Net-Redmine | gugod
2016-04-01 | 1 | kaoru | DBIx-Class-InflateColumn-Serializer | mruiz
2016-04-01 | 0 | jordivador | Git-CPAN-Hook | book
2016-04-01 | 1 | ambs | Dist-Zilla | rjbs
2016-04-01 | 1 | shlomif | ack | petdance
2016-04-01 | 1 | manwar | Dancer2-Plugin-Database | bigpresh
2016-04-01 | 0 | bieron | Selenium-Remote-Driver | gempesaw
2016-04-01 | 1 | stevieb9 | Test-Stream | exodist
2016-04-01 | 1 | zhouzhen1 | DBIx-Class-Sims | rkinyon
2016-04-01 | 1 | cakirke | Net-SSH2 | salva
2016-04-01 | 1 | jmaslak | Inline-Lua | rhoelz
2016-04-01 | 1 | lharey | WWW-Mechanize-PhantomJS | corion
2016-04-01 | 1 | JenishGnanasicamani | Archive-Any | oalders
2016-04-01 | 1 | brummett | Method-Signatures | barefoot
2016-04-01 | 1 | Viviparous | System-Command | book
2016-04-01 | 1 | dams | Net-Amazon-EC2 | mallen
2016-04-01 | 1 | mvgrimes | Parse-BBCode | tinita
2016-04-01 | 1 | openstrike | LWP-UserAgent-Paranoid | tsibley
2016-04-01 | 1 | monsieurp | Regexp-Assemble | rsavage
2016-08-01 | 1 | ambs | Module-Install | ether
2016-08-01 | 1 | yanick | Zonemaster | znmstr
2016-08-01 | 1 | Varadinsky | WWW-Mechanize | oalders
2016-08-01 | 1 | genio | Device-Modem | cosimo
2016-08-01 | 1 | openstrike | Exobrain | pjf
2016-08-01 | 1 | paultcochrane | Mo | tinita
2016-08-01 | 1 | jmaslak | CPAN-DistnameInfo | rjbs
2016-08-01 | 1 | lharey | Gravatar-URL | mschwern
2016-08-01 | 1 | lancew | Math-Cephes | shlomif
2016-08-01 | 0 | marderh | POE-Loop-EV | dbook
2016-08-01 | 1 | shlomif | Search-OpenSearch-Server | karman
2016-08-01 | 1 | manwar | Date-Holidays-CA_ES | mruiz
2016-08-01 | 0 | starbelly | DateTime-Format-CLDR | maros
2016-08-01 | 1 | zhouzhen1 | Digest-Whirlpool | avar
2016-08-01 | 1 | jluis | List-Objects-WithUtils | avenj
2016-08-01 | 1 | pauloscustodio | Proc-Daemon | akreal
2016-08-01 | 1 | choroba | Image-Size | rjray
2016-12-01 | 1 | yanick | Test2-Suite | exodist
2016-12-01 | 0 | nbezzala | POE-Component-Client-HTTP | rcaputo
2016-12-01 | 1 | lancew | Net-AMQP-RabbitMQ | markellis
2016-12-01 | 0 | jmaslak | File-ChangeNotify | drolsky
2016-12-01 | 1 | shlomif | Dancer2-Plugin-Auth-Extensible-Provider-DBIC | syspete
2016-12-01 | 1 | choroba | OrePAN2 | oalders
2016-12-01 | 0 | dionys | Locale-Codes | sbeck
2016-12-01 | 0 | Varadinsky | Devel-Examine-Subs | steveb
2016-12-01 | 1 | lharey | GraphViz | rsavage
2016-12-01 | 1 | paultcochrane | Math-Int128 | salva
2016-12-01 | 1 | ambs | WWW-Pastebin-PastebinCom-API | zoffix
2016-12-01 | 1 | kyzn | Monitoring-Livestatus | nierlein
2016-12-01 | 1 | openstrike | Image-Xpm | srezic
2016-12-01 | 1 | pauloscustodio | Mojolicious-Plugin-CaptchaRenderer | dmitrynod
2016-12-01 | 1 | genio | Foorum | fayland
2016-12-01 | 1 | manwar | Getopt-Long-Descriptive | rjbs
2016-12-01 | 0 | itcharlie | File-ShareDir | rehsack
2016-10-01 | 1 | pauloscustodio | URI | ether
2016-10-01 | 1 | genio | App-RecordStream | tsibley
2016-10-01 | 1 | manwar | Tk-FontDialog | srezic
2016-10-01 | 1 | ambs | Perl-Critic-StricterSubs | thaljef
2016-10-01 | 1 | yanick | SQL-Statement | rehsack
2016-10-01 | 1 | jmaslak | Role-REST-Client | kaare
2016-10-01 | 1 | choroba | parent | corion
2016-10-01 | 1 | paultcochrane | Crypt-OpenSSL-RSA | perler
2016-10-01 | 1 | lharey | Data-Transpose | hornburg
2016-10-01 | 1 | dionys | HTML-ExtractText | zoffix
2016-10-01 | 1 | kyzn | Catalyst-Controller-Validation-DFV | chisel
2016-10-01 | 1 | shlomif | Crypt-OpenSSL-DSA | kmx
2016-10-01 | 1 | openstrike | Time-Piece | esaym
2016-10-01 | 1 | nbezzala | File-MimeInfo | michielb
2016-10-01 | 0 | krismatthews | Parallel-ForkManager | yanick
2016-10-01 | 1 | jluis | Config-Model | ddumont
2016-11-01 | 1 | choroba | Test-Exception-LessClever | ether
2016-11-01 | 1 | jluis | Prima | karasik
2016-11-01 | 1 | shlomif | HTML-Mason | drolsky
2016-11-01 | 1 | ambs | Net-SFTP-Foreign | salva
